timestamp,gps_altitude,altimeter_1_altitude,altimeter_2_altitude,estimated
100,214.547,65.9562,63.9663,66.4225
101,214.521,69.1339,64.2228,66.692
102,214.494,71.786,64.1412,66.4765
103,214.467,70.2409,64.1797,66.9402
104,214.44,66.1377,64.226,66.5956
105,214.413,71.5452,64.2542,66.3897
106,214.387,65.8646,64.2993,66.1356
107,214.36,69.9052,64.198,66.6189
108,214.333,66.1247,64.3609,66.3677
109,214.307,70.2843,64.4671,66.2038
110,214.291,69.3866,64.5503,66.6247
111,214.264,66.4004,64.4676,66.4159
112,214.238,70.4682,64.392,66.2341
113,214.211,68.7,64.4176,66.5174
114,214.185,68.7036,64.4903,66.7148
115,214.158,67.5488,64.4754,66.6676
116,214.131,72.6681,64.5975,66.4709
117,214.074,68.1017,64.6114,66.591
118,214.048,69.6222,64.5651,66.9182
119,214.021,67.9301,64.4892,66.8745
120,214,65.0577,64.542,66.3933
121,213.974,68.621,64.545,66.5943
122,213.947,69.5073,64.469,66.8749
123,213.92,71.6324,64.5806,66.647
124,213.893,68.3928,64.584,66.7563
125,213.866,67.026,64.6355,66.6116
126,213.839,71.0272,64.5497,66.4013
127,213.812,71.0292,64.6607,66.2058
128,213.784,68.2555,64.7833,66.4425
129,213.757,69.2892,64.7158,66.7653
130,213.73,69.2933,64.7493,66.9907
131,213.716,69.7419,64.5629,67.2099
132,213.689,69.7457,64.7252,67.3809
133,213.662,68.9643,64.5687,67.3732
134,213.634,70.4364,65.0086,67.6255
135,213.606,70.0622,64.8227,67.7415
136,213.579,69.1428,64.9251,67.6915
137,213.521,69.5329,64.7792,67.7022
138,213.494,72.0272,64.7623,67.3739
139,213.466,72.0303,64.775,67.0476
140,213.438,69.2936,64.7477,67.1993
141,213.42,70.1205,64.9888,67.456
142,213.392,68.1873,64.7925,67.3058
143,213.364,72.6969,64.8946,67.0183
144,213.336,71.9149,64.9164,66.7381
145,213.308,70.4288,64.939,67.2019
146,213.28,67.4427,64.9807,66.9977
147,213.252,71.1686,65.0629,66.7481
148,213.224,70.009,65.0051,67.1184
149,213.195,70.1308,65.087,67.3926
150,213.167,69.0801,65.0588,67.4138
151,213.139,71.0184,0,67.9369
152,213.116,68.4185,65.112,67.7069
153,213.087,70.1678,65.1334,67.8212
154,213.059,70.9341,65.2243,68.0305
155,213.03,65.1658,65.1956,67.2817
156,213.002,72.6844,65.326,67.0221
157,212.95,67.2334,65.2573,66.8378
158,212.921,69.34,65.1691,67.0469
159,212.892,70.3236,65.3086,67.3622
160,212.863,68.1898,65.2999,67.255
161,212.834,70.3152,65.2802,67.5051
162,212.812,68.3002,65.2216,67.3726
163,212.783,68.3004,65.2515,67.2749
164,212.754,69.2444,65.3613,67.3545
165,212.724,70.6845,65.421,67.6397
166,212.695,68.1027,65.4212,67.4523
167,212.665,69.6124,65.2129,67.5302
168,212.635,65.9377,65.3717,67.0298
169,212.605,69.4835,65.5308,67.2136
170,212.575,69.7713,65.4313,67.3875
171,212.545,69.8215,65.5311,67.531
172,212.518,70.2385,65.5112,67.7004
173,212.488,65.9888,65.4426,67.1639
174,212.457,71.8978,65.5815,66.9141
175,212.427,69.0685,65.5925,67.0743
176,212.396,71.2236,65.5527,66.8137
177,212.334,68.4242,65.6235,66.8936
178,212.303,68.0271,65.6236,66.88
179,212.272,69.3791,65.7043,67.0926
180,212.241,69.0815,65.7542,67.2018
181,212.209,68.328,65.6761,67.1573
182,212.178,71.4473,65.6766,66.9009
183,212.146,69.9489,65.7673,67.2171
184,212.115,66.6522,65.6986,66.8902
185,212.083,66.6534,65.7991,66.6625
186,212.051,67.9261,65.8104,66.6961
187,212.019,71.2943,65.8113,66.4965
188,211.987,67.5315,65.813,66.5099
189,211.955,70.2043,65.7641,66.9513
190,211.923,71.4582,65.8257,66.7127
191,211.89,66.6311,65.8761,66.5095
192,211.858,66.3059,65.8191,66.3119
193,211.833,69.7538,65.8794,66.7274
194,211.801,71.0382,65.743,66.5061
195,211.768,68.2772,65.9028,66.6431
196,211.735,70.8535,65.9355,66.4353
197,211.665,67.3474,65.8869,66.4266
198,211.632,67.7676,65.9096,66.4907
199,211.599,67.7689,65.9804,66.5397
200,211.566,69.441,65.8738,66.831
201,211.533,69.5319,66.0839,67.0724
202,211.5,71.6711,66.1262,66.8322
203,211.467,69.8642,65.9986,67.1423
204,211.437,67.9886,66.0507,67.0524
205,211.404,66.917,66.1816,66.8252
206,211.371,71.2424,66.0844,66.6017
207,211.338,72.2682,66.2057,66.3925
208,211.305,68.6526,66.2275,66.6458
209,211.272,71.8652,66.1899,66.4294
210,211.238,67.9408,66.2312,66.5383
211,211.205,69.2357,66.204,66.8245
212,211.172,72.4477,66.2451,66.597
213,211.138,70.8403,66.228,66.375
214,211.106,72.2332,66.2887,66.1753
215,211.073,69.6616,66.2419,66.6941
216,211.04,71.5613,66.2428,66.457
217,210.968,69.3675,66.3254,66.8179
218,210.935,68.4736,66.2765,66.8934
219,210.902,68.4767,66.1801,66.9377
220,210.87,70.9431,66.32,66.6938
221,210.837,72.2388,66.3726,66.4599
222,210.804,70.1913,0,66.227
223,210.771,70.194,66.4355,66.0252
224,210.742,71.7358,66.3167,65.8397
225,210.709,71.7383,66.2892,65.6791
226,210.677,68.4475,66.1903,66.1301
227,210.645,68.4496,66.3912,66.4074
228,210.613,68.4501,66.2326,66.5755
229,210.581,70.2816,66.3039,66.3559
230,210.55,70.2819,66.2544,66.1389
231,210.518,70.7507,66.2657,65.9391
232,210.487,70.7506,66.2756,65.7607
233,210.455,71.2089,66.2068,65.5963
234,210.424,71.2085,66.3257,65.4668
235,210.386,70.3934,0,65.2318
236,210.355,70.3925,66.2457,65.1415
237,210.286,70.3921,65.9171,65.0244
238,210.255,70.3905,66.1145,64.9508
239,210.224,70.3895,66.1832,64.8967
240,210.193,70.3876,66.5294,64.8911
241,210.162,70.3857,66.1299,64.8379
242,210.132,72.1732,66.4856,64.8336
243,210.101,74.0797,66.6921,64.8522
244,210.07,71.9892,66.5506,64.8494
245,210.04,72.6128,66.6475,64.8565
246,210.009,73.1869,66.7247,64.8697
247,209.978,73.9297,66.8017,64.8877
248,209.947,73.9277,66.7799,64.8983
249,209.916,73.925,66.8372,64.9119
250,209.885,73.9236,67.0248,64.9432
251,209.854,73.9213,67.0426,64.9693
252,209.823,73.9204,67.1611,65.003
253,209.792,68.9883,67.2389,65.0381
254,209.761,70.5884,67.0697,65.0457
255,209.73,70.2391,67.277,65.0743
256,209.704,70.2392,67.1281,65.0792
257,209.654,66.6,67.1864,65.3999
258,209.623,69.6417,67.1966,65.3576
259,209.592,69.6405,67.1258,65.3112
260,209.56,69.6408,66.7584,65.2296
261,209.529,69.6397,66.8964,65.1729
262,209.498,66.3104,66.5588,65.3315
263,209.467,70.8415,66.5776,65.2317
264,209.436,72.3029,66.3692,65.1186
265,209.405,71.3274,66.2088,65.0004
266,209.39,69.0811,66.1888,64.8953
267,209.359,68.1747,65.9087,65.4545
268,209.328,69.9037,66.0276,65.2776
269,209.297,70.5473,65.7471,65.0869
270,209.266,70.6657,65.6568,64.9074
271,209.235,68.8939,65.5249,64.7359
272,209.204,67.4119,65.4045,65.1427
273,209.173,66.1073,0,65.1279
274,209.142,67.0299,65.2313,65.2863
275,209.111,65.6556,65.1886,65.1599
276,209.08,66.4093,65.0579,65.181
277,209.025,68.483,65.1247,65.5266
278,208.994,71.4523,65.0835,65.2741
279,208.963,68.6577,64.8525,65.63
280,208.931,69.0044,64.7918,65.9257
281,208.9,66.0612,64.8095,65.667
282,208.869,67.7493,64.5205,65.7226
283,208.838,67.3299,64.5483,65.6989
284,208.807,68.1639,64.4584,65.8035
285,208.776,67.5163,64.397,65.7756
286,208.744,69.5225,64.1781,65.4126
287,208.722,67.375,64.0075,65.4353
288,208.69,65.9242,64.0467,65.2158
289,208.659,68.1973,64.1445,65.4262
290,208.627,68.8229,64.025,65.6686
291,208.596,66.4676,63.9147,65.4711
292,208.565,65.8022,63.8354,65.2143
293,208.533,66.5862,63.8447,65.1441
294,208.501,66.0801,63.7359,65.0046
295,208.47,66.1196,63.7754,64.9082
296,208.438,68.5739,63.8158,64.6031
297,208.368,68.5741,0,64.3483
298,208.339,66.797,63.5686,64.5444
299,208.307,65.5258,63.6583,64.4499
300,208.275,66.9074,63.5797,64.6062
301,208.243,68.8743,63.53,64.2923
302,208.211,67.0273,63.5803,64.5215
303,208.18,66.3117,63.4806,64.5494
304,208.148,67.2161,63.4512,64.7106
305,208.116,66.9077,63.4309,64.7762
306,208.085,65.547,63.3516,64.6048
307,208.053,66.2119,63.2715,64.5746
308,208.028,68.7053,63.1822,64.2389
309,207.997,68.9527,63.1615,63.9062
310,207.965,64.6808,0,63.8468
311,207.934,62.8419,63.0902,63.419
312,207.902,66.5462,63.0299,63.744
313,207.871,66.6339,62.8892,63.9747
314,207.839,66.0365,62.8879,64.0454
315,207.808,63.9388,62.8164,63.7622
316,207.776,65.9134,62.8146,63.8591
317,207.696,65.2952,62.7924,63.8306
318,207.665,66.2165,62.6908,63.9441
319,207.642,65.6378,62.5294,63.9275
320,207.61,64.8307,62.507,63.7876
321,207.579,65.275,62.4747,63.7485
322,207.547,63.078,62.4624,63.3776
323,207.515,68.7752,62.4105,63.0989
324,207.484,65.7441,62.3484,63.3166
325,207.452,66.6356,62.3762,63.6126
326,207.42,64.3696,62.374,63.462
327,207.388,66.9493,62.2434,63.7472
328,207.356,65.3295,62.2916,63.7071
329,207.332,66.0731,62.2212,63.7872
330,207.3,66.6382,62.1708,63.93
331,207.268,66.7968,62.1606,64.0593
332,207.235,66.9157,62.2597,64.18
333,207.203,61.3468,62.0517,63.3931
334,207.171,68.6341,62.0918,63.0736
335,207.138,66.6892,61.9933,63.4197
336,207.106,68.477,62.0337,63.0703
337,207.031,65.6483,61.9054,63.2363
338,206.999,68.121,61.8663,62.8828
339,206.967,66.7315,61.8568,62.547
340,206.942,64.9646,61.6883,62.7367
341,206.909,66.8012,61.6981,62.4166
342,206.876,62.7106,61.7177,62.2288
343,206.844,67.5845,61.6376,61.9716
344,206.811,63.1659,61.5675,61.9853
345,206.778,65.3588,61.5663,62.3606
346,206.744,62.7866,61.3967,62.1899
347,206.711,64.8899,61.3756,62.3981
348,206.677,63.658,61.3449,62.3536
349,206.643,66.9623,61.3038,62.0687
350,206.624,66.9616,61.2337,61.7851
351,206.59,63.6552,61.1536,61.9024
352,206.556,67.3283,61.2034,61.6379
353,206.522,64.7378,61.2236,61.9963
354,206.487,66.6548,60.9963,61.6994
355,206.453,62.4069,60.8781,61.5891
356,206.418,64.2354,60.9494,61.826
357,206.374,65.786,61.0504,61.5624
358,206.339,67.9038,60.9738,61.3034
359,206.304,65.4642,60.9069,61.0592
360,206.269,60.3344,60.7713,60.7331
361,206.245,65.6896,60.695,60.558
362,206.21,63.3797,60.8474,60.9595
363,206.175,68.4279,60.6023,60.7471
364,206.139,64.9363,60.6856,60.5586
365,206.104,64.9401,60.4509,60.365
366,206.068,63.6729,60.6236,60.8863
367,206.033,67.1931,60.5179,60.664
368,205.997,67.1974,60.5318,60.4624
369,205.962,62.8102,60.4856,60.7638
370,205.926,63.6985,60.6584,61.1147
371,205.893,64.8745,60.3438,60.8562
372,205.857,64.8786,60.149,60.5932
373,205.822,62.2188,60.2612,60.7109
374,205.786,62.3416,60.3442,60.8092
375,205.75,65.1075,60.2082,60.574
376,205.715,66.3436,60.2713,60.3573
377,205.657,67.2911,60.2345,60.1547
378,205.622,63.6869,60.2081,60.686
379,205.586,67.954,60.191,60.4436
380,205.551,65.1643,60.035,60.2053
381,205.515,66.5985,60.2961,60.0202
382,205.49,62.8937,59.8815,60.4174
383,205.454,62.608,60.0032,60.6137
384,205.419,64.0424,60.0556,60.9848
385,205.384,63.2493,60.187,61.1255
386,205.348,65.6678,60.0203,60.8313
387,205.313,64.3774,59.9328,61.2002
388,205.277,62.4407,60.0145,61.1374
389,205.242,63.0096,59.7679,61.1644
390,205.207,64.8215,59.7997,60.8432
391,205.172,62.2876,59.6722,60.8231
392,205.149,66.6058,59.6842,60.5176
393,205.114,61.8344,59.6664,60.5097
394,205.079,66.0036,59.6982,60.2375
395,205.044,61.938,59.5709,60.3204
396,205.01,63.8596,59.6524,60.7003
397,204.948,65.2643,59.5948,60.3992
398,204.913,64.5301,59.5269,60.1039
399,204.879,63.2095,59.5788,60.4604
400,204.844,63.3504,59.4809,60.7031
401,204.81,64.9046,59.4632,60.3815
402,204.775,62.9963,59.4051,60.5851
403,204.744,65.2072,59.3476,60.2593
404,204.71,60.6026,59.3092,60.0644
405,204.676,63.3404,59.4007,60.3973
406,204.642,61.6404,59.4019,60.3536
407,204.608,63.6022,59.3439,60.6274
408,204.574,61.3647,59.345,60.4759
409,204.54,62.1029,59.1478,60.4641
410,204.506,61.3279,59.1986,60.3373
411,204.472,62.0958,59.2898,60.367
412,204.438,65.2014,59.2311,60.0704
413,204.409,63.4618,59.1233,60.3977
414,204.376,64.05,59.0845,60.0651
415,204.342,61.6734,59.0562,60.084
416,204.308,65.1773,59.0473,59.7781
417,204.24,62.5917,58.9892,60.0362
418,204.206,63.2197,59.0002,60.3106
419,204.173,63.6196,59.0616,60.5701
420,204.139,64.3375,58.8936,60.2021
421,204.106,62.6772,59.0943,60.349
422,204.072,60.4392,58.9363,60.0673
423,204.05,63.5461,58.7885,60.3523
424,204.016,61.497,58.8196,60.2374
425,203.983,64.4846,58.841,59.9039
426,203.95,60.2256,58.8818,59.6917
427,203.917,65.1738,58.7635,59.3993
428,203.884,61.9498,58.7845,59.6218
429,203.851,64.0712,58.7556,59.3296
430,203.818,62.9774,58.8065,59.7583
431,203.785,61.8039,58.6881,59.8345
432,203.753,61.0088,58.55,59.7473
433,203.72,61.3881,58.6605,59.7508
434,203.702,61.5089,58.5423,59.7633
435,203.669,58.5332,58.6527,59.3153
436,203.637,62.447,58.5843,59.5844
437,203.573,60.7555,58.5653,59.5192
438,203.541,63.0269,58.5268,59.8186
439,203.508,62.7888,58.5874,60.0086
440,203.476,60.8788,58.5391,59.8508
441,203.444,63.8865,58.4205,59.5123
442,203.412,60.6323,58.4518,59.4286
443,203.381,61.8779,58.4726,59.5729
444,203.36,61.302,58.3447,59.5745
445,203.328,62.916,58.4154,59.8329
446,203.297,59.4327,58.3872,59.477
447,203.266,63.8749,58.2289,59.1579
448,203.234,59.7143,58.3699,59.0041
449,203.203,60.1135,58.2713,58.9537
450,203.172,61.5989,58.3624,59.1591
451,203.141,63.1135,58.3434,58.8785
452,203.11,61.92,58.2452,59.1678
453,203.079,60.5962,58.2161,59.1446
454,203.055,60.4283,58.307,59.1064
455,203.024,60.9471,58.1386,59.147
456,202.994,60.7889,58.0899,59.1478
457,202.932,61.2478,58.1603,59.2223
458,202.902,57.9123,58.0219,58.7498
459,202.871,62.5343,58.2018,58.4998
460,202.841,62.3061,58.103,58.2464
461,202.811,60.6135,58.0438,58.4772
462,202.78,58.6321,58.0245,58.289
463,202.75,60.3059,58.025,58.4278
464,202.72,60.635,58.0254,58.5783
465,202.7,62.3985,57.9662,58.3198
466,202.67,60.576,57.9863,58.5007
467,202.64,58.9431,57.8574,58.3455
468,202.61,61.9115,57.9273,58.7123
469,202.581,63.0975,57.8582,58.4242
470,202.551,60.3485,57.8683,58.524
471,202.522,59.8213,57.8092,58.4994
472,202.493,63.3975,57.8094,58.2249
473,202.463,59.7327,57.8501,58.2715
474,202.434,61.7451,57.8205,58.6307
475,202.408,59.6841,57.6919,58.5442
476,202.379,61.0191,57.6622,58.6887
477,202.318,61.6478,57.6632,58.8911
478,202.29,60.7613,57.6733,58.9029
479,202.261,62.0273,57.6443,59.1052
480,202.232,59.9157,57.5847,58.9238
481,202.204,61.0322,57.6352,58.9637
482,202.175,60.7133,57.5953,58.9406
483,202.147,61.501,57.5959,59.0443
484,202.119,61.6204,57.556,59.1366
485,202.09,60.8837,57.5166,59.0881
486,202.069,60.3954,57.626,58.9832
487,202.041,63.7827,57.4669,58.618
488,202.013,63.9219,57.367,58.2489
489,201.985,64.3702,57.4468,57.9113
490,201.957,59.9269,57.4464,58.0446
491,201.929,57.6057,57.4264,57.7224
492,201.901,62.7358,57.3764,57.475
493,201.873,60.9425,57.416,57.8997
494,201.845,62.2671,57.3261,57.6197
495,201.818,61.1808,57.4153,58.0468
496,201.79,64.0196,57.3553,57.7469
497,201.733,58.2615,57.2155,57.5954
498,201.706,62.0369,57.2255,57.3378
499,201.678,59.3866,57.3844,57.5204
500,201.651,59.8449,57.225,57.7031
501,201.623,62.9622,57.3839,57.4526
502,201.595,58.7985,57.2147,57.478
503,201.568,62.9618,57.2739,57.238
504,201.541,61.2887,57.2743,57.0118
505,201.513,64.4858,57.1942,56.7982
506,201.486,58.0811,57.1945,56.8932
507,201.469,62.613,57.2041,56.7086
508,201.442,62.1751,57.0749,56.527
509,201.414,62.0352,57.2239,56.3813
510,201.387,63.3803,57.1246,56.2435
511,201.36,57.4928,0,56.3269
512,201.333,58.5191,57.1046,56.6338
513,201.306,59.2956,57.1041,56.9583
514,201.278,61.4773,57.0944,56.7606
515,201.251,60.0524,57.1338,57.1923
516,201.224,63.5888,57.114,56.9617
517,201.17,62.0642,57.0737,56.7394
518,201.15,61.3569,56.984,56.5289
519,201.123,60.8485,57.0633,56.3513
520,201.097,58.5174,57.0332,56.6524
521,201.07,58.9651,56.9929,56.9065
522,201.043,59.9508,56.9327,57.2337
523,201.017,63.0282,56.9522,56.9847
524,200.991,58.1766,56.9913,56.999
525,200.964,62.3494,56.8512,56.7616
526,200.938,57.5276,56.8902,56.7166
527,200.911,62.7662,56.9593,56.5206
528,200.892,59.6574,56.9582,56.9314
529,200.865,58.1031,56.9876,56.9422
530,200.839,59.516,56.9863,57.1767
531,200.813,60.3221,56.9857,57.4722
532,200.787,59.7827,56.9144,57.5982
533,200.761,59.2443,57.0234,57.614
534,200.736,61.4635,56.9819,57.3237
535,200.71,61.6121,56.9613,57.0364
536,200.684,60.3056,56.8898,57.4035
537,200.64,58.9503,56.9088,57.4133
538,200.615,59.9345,56.9072,57.5784
539,200.604,60.2324,56.9861,57.7494
540,200.579,58.3885,56.9248,57.5795
541,200.553,61.6736,56.9338,57.2809
542,200.528,60.3475,56.8923,57.5588
543,200.503,61.2623,56.9608,57.2467
544,200.478,57.9548,56.8496,57.1168
545,200.452,59.2278,56.888,57.2423
546,200.427,57.0454,56.8364,56.974
547,200.402,60.16,56.9342,57.2784
548,200.376,60.8448,56.9522,57.6094
549,200.36,62.5749,56.771,57.2873
550,200.335,57.7546,56.8885,57.1134
551,200.31,61.366,56.8864,56.8424
552,200.285,57.0837,56.9245,56.6747
553,200.259,60.237,56.9423,57.086
554,200.234,59.7375,56.9605,57.2952
555,200.208,58.2024,56.9782,57.2038
556,200.183,59.4948,56.897,57.3325
557,200.126,59.5521,56.9844,57.4406
558,200.1,60.4663,56.8934,57.6557
559,200.082,60.016,56.8911,57.7456
560,200.057,58.0043,56.8897,57.5002
561,200.031,59.9923,56.9671,57.6289
562,200.006,58.8069,57.0654,57.5476
563,199.98,60.5361,56.9539,57.7458
564,199.954,57.0325,56.923,57.349
565,199.928,61.1897,56.931,57.0555
566,199.903,57.6762,56.9698,56.9235
567,199.877,59.3857,57.0376,57.114
568,199.851,60.1014,56.8877,57.3527
569,199.825,59.4134,56.9161,57.4198
570,199.808,60.0001,57.0451,57.5693
571,199.782,57.9393,56.9842,57.3547
572,199.756,59.4112,56.9637,57.4209
573,199.73,57.1514,56.9226,57.1165
574,199.704,59.9662,56.9816,57.3279
575,199.678,59.3382,57.0003,57.3892
576,199.652,62.6804,57.159,57.0986
577,199.595,58.1728,57.0387,57.0324
578,199.569,59.5452,57.0482,57.2095
579,199.543,62.489,57.0872,56.9198
580,199.527,59.4048,57.0173,57.1128
581,199.501,60.1006,57.1063,57.3637
582,199.475,58.9961,57.0762,57.3616
583,199.449,60.1397,57.1554,57.545
584,199.423,59.1744,57.2346,57.5335
585,199.397,60.7258,57.2342,57.7654
586,199.371,57.9895,57.154,57.5069
587,199.345,58.0687,57.3127,57.3363
588,199.319,61.1119,57.3618,57.0543
589,199.293,61.5091,57.3015,56.7702
590,199.279,60.6227,57.3402,56.5083
591,199.253,57.6081,57.3892,56.528
592,199.228,58.721,57.418,56.7325
593,199.202,59.4964,57.4872,57.003
594,199.176,62.2605,57.6155,56.7659
595,199.151,60.7781,57.6947,56.5436
596,199.126,59.2652,57.823,56.8865
597,199.075,57.8026,57.8622,56.859
598,199.05,62.0481,57.851,56.6496
599,199.025,63.3999,57.9397,56.4573
600,199.013,63.4677,58.0574,56.2934
601,198.988,63.0588,58.0762,56.149
602,198.963,60.9081,58.2031,56.0364
603,198.938,61.6324,58.2015,55.9388
604,198.913,60.7842,58.1589,55.8501
605,198.889,61.4482,58.286,55.7887
606,198.864,61.5638,58.3422,55.7425
607,198.84,63.0224,58.3294,55.7012
608,198.815,62.6104,58.4049,55.6742
609,198.791,61.702,58.4512,55.6559
610,198.767,64.222,58.4067,55.6342
611,198.752,62.4782,58.4525,55.6209
612,198.728,61.2901,58.6264,55.6287
613,198.704,58.3737,0,55.9546
614,198.68,63.9732,58.5771,55.9005
615,198.655,58.8609,58.6622,56.4512
616,198.632,63.128,58.7363,56.3449
617,198.587,61.8215,58.7019,56.2426
618,198.563,61.5176,58.8453,56.1662
619,198.539,60.1416,58.8105,56.0952
620,198.515,63.9296,58.9733,56.0515
621,198.5,63.1289,58.9378,56.0098
622,198.476,62.7441,59.0004,55.9806
623,198.452,64.4947,59.1329,55.9701
624,198.428,59.5223,59.1748,56.6949
625,198.404,62.0862,59.1975,56.5856
626,198.38,61.9683,59.2884,56.4956
627,198.356,62.9028,59.3995,56.4274
628,198.332,61.1366,59.3505,56.3619
629,198.308,64.0238,59.48,56.3194
630,198.284,65.6588,59.5684,56.2921
631,198.272,62.6817,59.6965,56.2833
632,198.247,62.3518,59.7936,56.2856
633,198.222,63.4998,59.7822,56.2849
634,198.198,63.4269,60.0173,56.3099
635,198.173,62.2549,60.0747,56.3359
636,198.148,63.0835,60.2004,56.3706
637,198.099,61.5849,60.3169,56.4098
638,198.074,62.3538,60.482,56.46
639,198.048,64.9849,60.4797,56.4998
640,198.022,63.3867,60.5753,56.5424
641,197.996,65.6011,60.5732,56.5759
642,197.988,64.3304,60.59,56.6052
643,197.962,66.5244,60.4894,56.6162
644,197.935,62.0894,60.1803,56.5879
645,197.909,60.792,59.981,56.5397
646,197.882,62.4897,59.9288,56.492
647,197.856,66.0661,59.9074,56.4483
648,197.829,62.6119,59.8544,56.4042
649,197.802,62.8168,59.9412,56.3761
650,197.775,67.7323,59.9474,56.3517
651,197.747,63.2739,60.0045,56.3365
652,197.739,59.4081,59.8821,56.95
653,197.711,61.8345,59.85,57.2519
654,197.683,62.7474,59.7269,57.5387
655,197.655,62.961,59.655,57.8049
656,197.627,65.1556,59.6798,58.0565
657,197.599,63.6228,59.4502,58.2553
658,197.532,63.1834,59.4457,58.4333
659,197.503,63.1307,59.2854,58.5687
660,197.474,61.0746,59.3003,59.2724
661,197.445,64.5994,59.2086,59.2894
662,197.416,62.0014,59.1638,59.894
663,197.404,62.9234,59.1309,60.4515
664,197.374,59.9232,59.0959,60.2723
665,197.344,61.5734,59.1316,60.4435
666,197.315,58.7715,59.0668,60.0741
667,197.285,60.3617,0,60.1568
668,197.255,61.8017,59.0076,60.3876
669,197.225,61.6198,58.9051,60.5173
670,197.194,60.119,58.9783,60.3597
671,197.164,60.4296,58.8369,60.2834
672,197.134,61.5936,58.9496,60.4331
